,usertoken,date,account_index,tweet_index,condition_account,condition_accAlias,condition_block,condition_emotionSort,condition_showImage,condition_credibleLabel,condition_politicalLabel,biasChoice,biasCI,time,condition_showImage_cat
1284,nd7SeRP0,09/14/20,2,3,InvestWatchBlog,D,True,angry,False,0,right,0.7134158330504435,0.25893110005259534,1600121391697.0,without image
1285,nd7SeRP0,09/14/20,2,4,InvestWatchBlog,D,True,angry,False,0,right,0.6466601588181338,0.21442731723105557,1600121416810.0,without image
1286,nd7SeRP0,09/14/20,3,0,Jerusalem_Post,H,True,angry,True,1,right,0.8266981893234541,0.28320589068252633,1600121484181.0,with image
1287,nd7SeRP0,09/14/20,3,1,Jerusalem_Post,H,True,angry,True,1,right,0.8125378947893277,0.1496945422179068,1600121496338.0,with image
1288,nd7SeRP0,09/14/20,3,2,Jerusalem_Post,H,True,angry,True,1,right,0.6790265463247083,0.27916009224420457,1600121503628.0,with image
1289,nd7SeRP0,09/14/20,3,3,Jerusalem_Post,H,True,angry,True,1,right,0.7073471353929609,0.2103815187927338,1600121518758.0,with image
1290,nd7SeRP0,09/14/20,3,4,Jerusalem_Post,H,True,angry,True,1,right,0.4949427482480587,0.17396927111385263,1600121538766.0,with image
1291,nd7SeRP0,09/14/20,4,0,amlookout,B,True,angry,True,0,right,0.9379576463773036,0.11732815471133229,1600121633638.0,with image
1292,nd7SeRP0,09/14/20,4,1,amlookout,B,True,angry,True,0,right,0.9743698323221999,0.9237973518431774,1600121645066.0,with image
1293,nd7SeRP0,09/14/20,4,2,amlookout,B,True,angry,True,0,right,0.9440263440347864,0.028320589068252522,1600121653909.0,with image
1294,nd7SeRP0,09/14/20,4,3,amlookout,B,True,angry,True,0,right,0.848950080734224,0.25893110005259534,1600121662830.0,with image
1295,nd7SeRP0,09/14/20,4,4,amlookout,B,True,angry,True,0,right,0.8226523908851322,0.2225189141076993,1600121668543.0,with image
1296,nd7SeRP0,09/14/20,5,0,nypost,F,True,angry,False,1,right,0.3457539308349422,0.2103815187927337,1600121715981.0,without image
1297,nd7SeRP0,09/14/20,5,1,nypost,F,True,angry,False,1,right,0.7842173057210751,0.31557227818910083,1600121728579.0,without image
1298,nd7SeRP0,09/14/20,5,2,nypost,F,True,angry,False,1,right,0.21578265600385427,0.23870210786098633,1600121736139.0,without image
1299,nd7SeRP0,09/14/20,5,3,nypost,F,True,angry,False,1,right,0.44841606620735797,0.1375571469029413,1600121745641.0,without image
1300,nd7SeRP0,09/14/20,5,4,nypost,F,True,angry,False,1,right,0.18948496615476254,0.14969454221790673,1600121757484.0,without image
1301,nd7SeRP0,09/14/20,6,0,opednews,C,True,angry,False,0,left,0.8514787047581751,0.16183193753287206,1600121814513.0,without image
1302,nd7SeRP0,09/14/20,6,1,opednews,C,True,angry,False,0,left,0.8610874760491893,0.2427479062993081,1600121821207.0,without image
1303,nd7SeRP0,09/14/20,6,2,opednews,C,True,angry,False,0,left,0.8671561737066721,0.17396933284783755,1600121829411.0,without image
1304,nd7SeRP0,09/14/20,6,3,opednews,C,True,angry,False,0,left,0.49089694980973686,0.04450378282153977,1600121842895.0,without image
1305,nd7SeRP0,09/14/20,6,4,opednews,C,True,angry,False,0,left,0.8509729799533848,0.19419832503944656,1600121850279.0,without image
1306,nd7SeRP0,09/14/20,7,0,veteranstoday,A,True,angry,True,0,left,0.11463769504580919,0.16992353440951571,1600121921869.0,with image
1307,nd7SeRP0,09/14/20,7,1,veteranstoday,A,True,angry,True,0,left,0.3958206865091745,0.1780151312861593,1600121930003.0,with image
1308,nd7SeRP0,09/14/20,7,2,veteranstoday,A,True,angry,True,0,left,0.49089694980973686,0.27511423207189756,1600121939874.0,with image
1309,nd7SeRP0,09/14/20,7,3,veteranstoday,A,True,angry,True,0,left,0.8206294916659713,0.15374034065622855,1600121947462.0,with image
1310,nd7SeRP0,09/14/20,7,4,veteranstoday,A,True,angry,True,0,left,0.2845612294553249,0.2103815187927338,1600121953706.0,with image
1311,q0FUvn5s,09/14/20,0,0,veteranstoday,A,True,happy,True,0,left,0.9931234424971074,0.9640401474596588,1600123329167.0,with image
1312,q0FUvn5s,09/14/20,0,1,veteranstoday,A,True,happy,True,0,left,0.9931234424971074,0.9769660563651915,1600123342905.0,with image
1313,q0FUvn5s,09/14/20,0,2,veteranstoday,A,True,happy,True,0,left,0.007522876893575342,0.012925910446421125,1600123356995.0,with image
1314,q0FUvn5s,09/14/20,0,3,veteranstoday,A,True,happy,True,0,left,0.9898919652707242,0.9705031019124252,1600123369012.0,with image
1315,q0FUvn5s,09/14/20,0,4,veteranstoday,A,True,happy,True,0,left,0.9963549197234906,0.9769660563651915,1600123378573.0,with image
1316,q0FUvn5s,09/14/20,0,5,veteranstoday,A,True,happy,True,0,left,0.010754354119958518,,1600123390958.0,with image
1317,q0FUvn5s,09/14/20,1,0,Jerusalem_Post,H,True,happy,True,1,right,0.9898919652707242,0.9575771930068925,1600123459231.0,with image
1318,q0FUvn5s,09/14/20,1,1,Jerusalem_Post,H,True,happy,True,1,right,0.9963549197234906,0.9898919652707242,1600123486043.0,with image
1319,q0FUvn5s,09/14/20,1,2,Jerusalem_Post,H,True,happy,True,1,right,0.986660488044341,0.006462954452766345,1600123500453.0,with image
1320,q0FUvn5s,09/14/20,1,3,Jerusalem_Post,H,True,happy,True,1,right,0.9963549197234906,0.9834290108179579,1600123509535.0,with image
1321,q0FUvn5s,09/14/20,1,4,Jerusalem_Post,H,True,happy,True,1,right,0.9931234424971074,0.006462954452766345,1600123514959.0,with image
1322,q0FUvn5s,09/14/20,2,0,MotherJones,E,True,happy,False,1,left,0.9898919652707242,0.967271624686042,1600123633310.0,without image
1323,q0FUvn5s,09/14/20,2,1,MotherJones,E,True,happy,False,1,left,0.9931234424971074,0.01292590890553269,1600123642895.0,without image
1324,q0FUvn5s,09/14/20,2,2,MotherJones,E,True,happy,False,1,left,0.9963549197234906,0.9834290108179579,1600123648801.0,without image
1325,q0FUvn5s,09/14/20,2,3,MotherJones,E,True,happy,False,1,left,0.9931234424971074,0.9769660563651915,1600123657465.0,without image
1326,q0FUvn5s,09/14/20,2,4,MotherJones,E,True,happy,False,1,left,0.9963549197234906,0.9834290108179579,1600123668962.0,without image
1327,q0FUvn5s,09/14/20,2,5,MotherJones,E,True,happy,False,1,left,0.9963549197234906,0.5019389040868645,1600123693741.0,without image
1328,q0FUvn5s,09/14/20,2,6,MotherJones,E,True,happy,False,1,left,0.007522876893575342,0.01721730934316908,1600123707296.0,without image
1329,q0FUvn5s,09/14/20,2,7,MotherJones,E,True,happy,False,1,left,0.007522876893575342,0.03337469393419655,1600123714705.0,without image
1330,q0FUvn5s,09/14/20,2,8,MotherJones,E,True,happy,False,1,left,0.4954759496340982,0.348999540449383,1600123731974.0,without image
1331,q0FUvn5s,09/14/20,3,0,CNNPolitics,G,True,happy,True,1,left,0.4954759496340982,0.3360736315438503,1600123815535.0,with image
1332,q0FUvn5s,09/14/20,3,1,CNNPolitics,G,True,happy,True,1,left,0.9931234424971074,0.7281423099336869,1600123828096.0,with image
1333,q0FUvn5s,09/14/20,3,2,CNNPolitics,G,True,happy,True,1,left,0.9898919652707242,0.7701515138766681,1600123843845.0,with image
1334,q0FUvn5s,09/14/20,3,3,CNNPolitics,G,True,happy,True,1,left,0.986660488044341,0.967271624686042,1600123852222.0,with image
1335,q0FUvn5s,09/14/20,3,4,CNNPolitics,G,True,happy,True,1,left,0.9963549197234906,0.9769660563651915,1600123864560.0,with image
1336,q0FUvn5s,09/14/20,3,5,CNNPolitics,G,True,happy,True,1,left,0.9898919652707242,,1600123873985.0,with image
1337,q0FUvn5s,09/14/20,4,0,nypost,F,True,happy,False,1,right,0.9898919652707242,0.9640401474596588,1600123965836.0,without image
1338,q0FUvn5s,09/14/20,4,1,nypost,F,True,happy,False,1,right,0.9898919652707242,0.9640401474596588,1600123973465.0,without image
1339,q0FUvn5s,09/14/20,4,2,nypost,F,True,happy,False,1,right,0.986660488044341,0.006462954452766345,1600123979662.0,without image
1340,q0FUvn5s,09/14/20,4,3,nypost,F,True,happy,False,1,right,0.986660488044341,0.9640401474596588,1600123986553.0,without image
1341,q0FUvn5s,09/14/20,4,4,nypost,F,True,happy,False,1,right,0.9931234424971074,0.9834290108179579,1600123990810.0,without image
1342,q0FUvn5s,09/14/20,4,5,nypost,F,True,happy,False,1,right,0.9931234424971074,0.006462954452766345,1600124006740.0,without image
1343,q0FUvn5s,09/14/20,4,6,nypost,F,True,happy,False,1,right,0.986660488044341,0.0,1600124013645.0,without image
1344,q0FUvn5s,09/14/20,5,0,opednews,C,True,happy,False,0,left,0.986660488044341,0.6182720842366589,1600124126164.0,without image
1345,q0FUvn5s,09/14/20,5,1,opednews,C,True,happy,False,0,left,0.9931234424971074,0.8089292405932663,1600124137501.0,without image
1346,q0FUvn5s,09/14/20,5,2,opednews,C,True,happy,False,0,left,0.9898919652707242,0.7701515138766681,1600124146735.0,without image
1347,q0FUvn5s,09/14/20,5,3,opednews,C,True,happy,False,0,left,0.9834290108179579,0.01292590890553269,1600124164609.0,without image
1348,q0FUvn5s,09/14/20,5,4,opednews,C,True,happy,False,0,left,0.7087534465753879,0.2779070414689533,1600124172087.0,without image
1349,q0FUvn5s,09/14/20,5,5,opednews,C,True,happy,False,0,left,0.9931234424971074,0.9640401474596588,1600124180268.0,without image
1350,q0FUvn5s,09/14/20,5,6,opednews,C,True,happy,False,0,left,0.986660488044341,0.006462954452766345,1600124186301.0,without image
1351,q0FUvn5s,09/14/20,5,7,opednews,C,True,happy,False,0,left,0.9898919652707242,0.006462954452766345,1600124195152.0,without image
1352,q0FUvn5s,09/14/20,5,8,opednews,C,True,happy,False,0,left,0.9769660563651915,0.019388863358299036,1600124207906.0,without image
1353,q0FUvn5s,09/14/20,5,9,opednews,C,True,happy,False,0,left,0.9963549197234906,0.9801975335915747,1600124215341.0,without image
1354,q0FUvn5s,09/14/20,5,10,opednews,C,True,happy,False,0,left,0.9898919652707242,0.9769660563651915,1600124229750.0,without image
1355,q0FUvn5s,09/14/20,5,11,opednews,C,True,happy,False,0,left,0.9801975335915747,0.01292590890553269,1600124238830.0,without image
1356,q0FUvn5s,09/14/20,6,0,amlookout,B,True,happy,False,0,right,0.986660488044341,0.9705031019124252,1600124339941.0,without image
1357,q0FUvn5s,09/14/20,6,1,amlookout,B,True,happy,False,0,right,0.9834290108179579,0.02585181781106538,1600124350134.0,without image
1358,q0FUvn5s,09/14/20,6,2,amlookout,B,True,happy,False,0,right,0.986660488044341,0.006462954452766345,1600124366185.0,without image
1359,q0FUvn5s,09/14/20,6,3,amlookout,B,True,happy,False,0,right,0.9931234424971074,0.9575771930068925,1600124374881.0,without image
1360,q0FUvn5s,09/14/20,6,4,amlookout,B,True,happy,False,0,right,0.9931234424971074,,1600124384050.0,without image
1361,q0FUvn5s,09/14/20,7,0,InvestWatchBlog,D,True,happy,True,0,right,0.986660488044341,0.02585181781106538,1600124446341.0,with image
1362,q0FUvn5s,09/14/20,7,1,InvestWatchBlog,D,True,happy,True,0,right,0.9769660563651915,0.0,1600124453942.0,with image
1363,q0FUvn5s,09/14/20,7,2,InvestWatchBlog,D,True,happy,True,0,right,0.9801975335915747,0.03877772671659807,1600124459319.0,with image
1364,q0FUvn5s,09/14/20,7,3,InvestWatchBlog,D,True,happy,True,0,right,0.5019389040868645,0.09694431679149518,1600124475097.0,with image
1365,q0FUvn5s,09/14/20,7,4,InvestWatchBlog,D,True,happy,True,0,right,0.9898919652707242,0.9705031019124252,1600124483098.0,with image
1366,q0FUvn5s,09/14/20,7,5,InvestWatchBlog,D,True,happy,True,0,right,0.9737345791388083,0.019388863358299036,1600124494964.0,with image
1367,jnQPtrLT,09/14/20,0,0,veteranstoday,A,True,angry,False,0,left,0.4111008063170669,0.3981137909709338,1600123440331.0,without image
1368,jnQPtrLT,09/14/20,0,1,veteranstoday,A,True,angry,False,0,left,0.8458749635439632,0.09014305310601611,1600123460283.0,without image
1369,jnQPtrLT,09/14/20,0,2,veteranstoday,A,True,angry,False,0,left,0.12864981682515952,0.1842053693905546,1600123471940.0,without image
1370,jnQPtrLT,09/14/20,0,3,veteranstoday,A,True,angry,False,0,left,0.8243190160620898,0.16852831667646484,1600123487555.0,without image
1371,jnQPtrLT,09/14/20,0,4,veteranstoday,A,True,angry,False,0,left,0.8576327530795305,0.07446600039192641,1600123498691.0,without image
1372,jnQPtrLT,09/14/20,0,5,veteranstoday,A,True,angry,False,0,left,0.9320987534714569,0.039192631785224474,1600123513747.0,without image
1373,jnQPtrLT,09/14/20,0,6,veteranstoday,A,True,angry,False,0,left,0.853713489901008,0.08622378992749358,1600123522026.0,without image
1374,jnQPtrLT,09/14/20,0,7,veteranstoday,A,True,angry,False,0,left,0.1266901852358983,0.10190084264158339,1600123529835.0,without image
1375,jnQPtrLT,09/14/20,0,8,veteranstoday,A,True,angry,False,0,left,0.853713489901008,0.6342347519037516,1600123543123.0,without image
1376,jnQPtrLT,09/14/20,1,0,amlookout,B,True,angry,True,0,right,0.8693905426150978,0.25867136978248095,1600123638122.0,with image
1377,jnQPtrLT,09/14/20,1,1,amlookout,B,True,angry,True,0,right,0.9105428059895834,0.773368594741298,1600123651371.0,with image
1378,jnQPtrLT,09/14/20,1,2,amlookout,B,True,angry,True,0,right,0.8831079637399264,0.14109347442680797,1600123660602.0,with image
1379,jnQPtrLT,09/14/20,1,3,amlookout,B,True,angry,True,0,right,0.8987850164540161,0.1450127376053303,1600123680171.0,with image
1380,jnQPtrLT,09/14/20,1,4,amlookout,B,True,angry,True,0,right,0.7851263842768654,0.11365863217715089,1600123685899.0,with image
1381,jnQPtrLT,09/14/20,1,5,amlookout,B,True,angry,True,0,right,0.7224181734205064,0.2351557907113464,1600123691498.0,with image
1382,jnQPtrLT,09/14/20,1,6,amlookout,B,True,angry,True,0,right,0.5656476462796088,0.05878894767783671,1600123697627.0,with image
1383,jnQPtrLT,09/14/20,1,7,amlookout,B,True,angry,True,0,right,0.4990201722447274,0.36449147560258677,1600123711067.0,with image
1384,jnQPtrLT,09/14/20,1,8,amlookout,B,True,angry,True,0,right,0.8184401212943061,0.1920438957475994,1600123727298.0,with image
1385,jnQPtrLT,09/14/20,2,0,opednews,C,True,angry,True,0,left,0.11101313252180857,0.1214971585341956,1600123792434.0,with image
1386,jnQPtrLT,09/14/20,2,1,opednews,C,True,angry,True,0,left,0.7772878579198205,0.27434842249657065,1600123798754.0,with image
1387,jnQPtrLT,09/14/20,2,2,opednews,C,True,angry,True,0,left,0.8595923846687917,0.6695081205104535,1600123803954.0,with image
1388,jnQPtrLT,09/14/20,2,3,opednews,C,True,angry,True,0,left,0.2736625394796872,0.11757786545406804,1600123816130.0,with image
1389,jnQPtrLT,09/14/20,2,4,opednews,C,True,angry,True,0,left,0.8341171740083959,0.3096217911032726,1600123824082.0,with image
1390,jnQPtrLT,09/14/20,2,5,opednews,C,True,angry,True,0,left,0.8282382792406122,0.557809119922564,1600123828474.0,with image
1391,jnQPtrLT,09/14/20,2,6,opednews,C,True,angry,True,0,left,0.8282382792406122,0.27434842249657065,1600123836762.0,with image
1392,jnQPtrLT,09/14/20,2,7,opednews,C,True,angry,True,0,left,0.8752694373828814,0.736135594545335,1600123845370.0,with image
1393,jnQPtrLT,09/14/20,2,8,opednews,C,True,angry,True,0,left,0.2285910278774817,0.08230452674897118,1600123852170.0,with image
1394,jnQPtrLT,09/14/20,2,9,opednews,C,True,angry,True,0,left,0.826278647651351,0.6499118046178413,1600123857826.0,with image
1395,jnQPtrLT,09/14/20,3,0,CNNPolitics,G,True,angry,True,1,left,0.522535751315862,0.18812463256907708,1600123912618.0,with image
1396,jnQPtrLT,09/14/20,3,1,CNNPolitics,G,True,angry,True,1,left,0.5244953829051232,0.20380168528316672,1600123919090.0,with image
1397,jnQPtrLT,09/14/20,3,2,CNNPolitics,G,True,angry,True,1,left,0.8047227001694776,0.6048402780648332,1600123924410.0,with image
1398,jnQPtrLT,09/14/20,3,3,CNNPolitics,G,True,angry,True,1,left,0.5127375933695559,0.4036841073878112,1600123931410.0,with image
1399,jnQPtrLT,09/14/20,3,4,CNNPolitics,G,True,angry,True,1,left,0.871350174204359,0.2508328434254359,1600123938850.0,with image
1400,jnQPtrLT,09/14/20,3,5,CNNPolitics,G,True,angry,True,1,left,0.4500293825131969,0.24691358024691357,1600123945858.0,with image
1401,jnQPtrLT,09/14/20,3,6,CNNPolitics,G,True,angry,True,1,left,0.8517538583117469,0.6695081205104535,1600123951906.0,with image
1402,jnQPtrLT,09/14/20,3,7,CNNPolitics,G,True,angry,True,1,left,0.4970605406554662,0.23123652753282398,1600123958506.0,with image
1403,jnQPtrLT,09/14/20,3,8,CNNPolitics,G,True,angry,True,1,left,0.6734273836889759,0.24299431706839125,1600123963498.0,with image
1404,jnQPtrLT,09/14/20,3,9,CNNPolitics,G,True,angry,True,1,left,0.522535751315862,0.2704291593180483,1600123968530.0,with image
1405,jnQPtrLT,09/14/20,4,0,MotherJones,E,True,angry,False,1,left,0.8532235820036927,0.21947873799725648,1600124018770.0,without image
1406,jnQPtrLT,09/14/20,4,1,MotherJones,E,True,angry,False,1,left,0.7380952261345961,0.33313737017440714,1600124024425.0,without image
1407,jnQPtrLT,09/14/20,4,2,MotherJones,E,True,angry,False,1,left,0.030668237362098585,0.1266901852358983,1600124050698.0,without image
1408,jnQPtrLT,09/14/20,4,3,MotherJones,E,True,angry,False,1,left,0.1051342377540249,0.13325494806976293,1600124061534.0,without image
1409,jnQPtrLT,09/14/20,4,4,MotherJones,E,True,angry,False,1,left,0.8987850164540161,0.7145796470634616,1600124071011.0,without image
1410,jnQPtrLT,09/14/20,4,5,MotherJones,E,True,angry,False,1,left,0.8203997528835674,0.16068979031942,1600124076962.0,without image
1411,jnQPtrLT,09/14/20,4,6,MotherJones,E,True,angry,False,1,left,0.6773466468674983,0.3409758965314522,1600124099914.0,without image
1412,jnQPtrLT,09/14/20,4,7,MotherJones,E,True,angry,False,1,left,0.15216539589629416,0.1920438957475995,1600124106322.0,without image
1413,jnQPtrLT,09/14/20,4,8,MotherJones,E,True,angry,False,1,left,0.8203997528835674,0.14109347442680775,1600124112826.0,without image
1414,jnQPtrLT,09/14/20,5,0,InvestWatchBlog,D,True,angry,False,0,right,0.039976487411089376,0.13991769846341154,1600124166041.0,without image
1415,jnQPtrLT,09/14/20,5,1,InvestWatchBlog,D,True,angry,False,0,right,0.15216539589629416,0.20380165538156175,1600124180314.0,without image
1416,jnQPtrLT,09/14/20,5,2,InvestWatchBlog,D,True,angry,False,0,right,0.8380364371869183,0.15285126396237514,1600124187330.0,without image
1417,jnQPtrLT,09/14/20,5,3,InvestWatchBlog,D,True,angry,False,0,right,0.5029394354232498,0.30178326474622774,1600124197665.0,without image
1418,jnQPtrLT,09/14/20,5,4,InvestWatchBlog,D,True,angry,False,0,right,0.44219085615615206,0.16460905349794247,1600124204545.0,without image
1419,jnQPtrLT,09/14/20,5,5,InvestWatchBlog,D,True,angry,False,0,right,0.7870860158661266,0.23123652753282387,1600124213954.0,without image
1420,jnQPtrLT,09/14/20,5,6,InvestWatchBlog,D,True,angry,False,0,right,0.5480109619762579,0.3057025279247502,1600124221450.0,without image
1421,jnQPtrLT,09/14/20,5,7,InvestWatchBlog,D,True,angry,False,0,right,0.7537722788486859,0.27042915931804834,1600124227297.0,without image
1422,jnQPtrLT,09/14/20,5,8,InvestWatchBlog,D,True,angry,False,0,right,0.8360768055976571,0.6440329098500576,1600124235082.0,without image
1423,jnQPtrLT,09/14/20,5,9,InvestWatchBlog,D,True,angry,False,0,right,0.7714089631520369,0.1489320007838526,1600124244585.0,without image
1424,jnQPtrLT,09/14/20,6,0,Jerusalem_Post,H,True,angry,False,1,right,0.8022731606829011,0.3684107387811093,1600124335658.0,without image
1425,jnQPtrLT,09/14/20,6,1,Jerusalem_Post,H,True,angry,False,1,right,0.7518126472594246,0.28610621203213804,1600124339570.0,without image
1426,jnQPtrLT,09/14/20,6,2,Jerusalem_Post,H,True,angry,False,1,right,0.13256908000368198,0.24691355034530854,1600124344242.0,without image
1427,jnQPtrLT,09/14/20,6,3,Jerusalem_Post,H,True,angry,False,1,right,0.1247305536466371,0.23123652753282387,1600124351217.0,without image
1428,jnQPtrLT,09/14/20,6,4,Jerusalem_Post,H,True,angry,False,1,right,0.8203997528835674,0.17244757985498738,1600124357649.0,without image
1429,jnQPtrLT,09/14/20,6,5,Jerusalem_Post,H,True,angry,False,1,right,0.11885165887885345,0.2194787379972565,1600124365617.0,without image
1430,jnQPtrLT,09/14/20,6,6,Jerusalem_Post,H,True,angry,False,1,right,0.0737801323258454,0.17372134337816758,1600124376673.0,without image
1431,jnQPtrLT,09/14/20,6,7,Jerusalem_Post,H,True,angry,False,1,right,0.10905350093254734,0.2285910278774817,1600124395145.0,without image
1432,jnQPtrLT,09/14/20,6,8,Jerusalem_Post,H,True,angry,False,1,right,0.07573976391510662,0.17372134337816758,1600124400618.0,without image
1433,jnQPtrLT,09/14/20,6,9,Jerusalem_Post,H,True,angry,False,1,right,0.08161865868289028,0.125416421712718,1600124411242.0,without image
1434,jnQPtrLT,09/14/20,6,10,Jerusalem_Post,H,True,angry,False,1,right,0.1247305536466371,0.08622378992749363,1600124416466.0,without image
1435,jnQPtrLT,09/14/20,7,0,nypost,F,True,angry,True,1,right,0.871350174204359,0.2547521066039584,1600124450041.0,with image
1436,jnQPtrLT,09/14/20,7,1,nypost,F,True,angry,True,1,right,0.8674309110258366,0.7263374365990288,1600124455410.0,with image
1437,jnQPtrLT,09/14/20,7,2,nypost,F,True,angry,True,1,right,0.8831079637399264,0.19988242210464446,1600124462609.0,with image
1438,jnQPtrLT,09/14/20,7,3,nypost,F,True,angry,True,1,right,0.11101313252180857,0.2285910278774817,1600124470794.0,with image
1439,jnQPtrLT,09/14/20,7,4,nypost,F,True,angry,True,1,right,0.5009798038339887,0.8348030570252793,1600124480418.0,with image
1440,jnQPtrLT,09/14/20,7,5,nypost,F,True,angry,True,1,right,0.8909464900969712,0.7302566997775513,1600124489041.0,with image
1441,jnQPtrLT,09/14/20,7,6,nypost,F,True,angry,True,1,right,0.8556731214902693,0.18028610621203223,1600124495570.0,with image
1442,jnQPtrLT,09/14/20,7,7,nypost,F,True,angry,True,1,right,0.11297276411106978,0.223398001175779,1600124506057.0,with image
1443,jnQPtrLT,09/14/20,7,8,nypost,F,True,angry,True,1,right,0.8654712794365754,0.22339800117577902,1600124514889.0,with image
1444,MtmKfJNc,09/15/20,0,0,opednews,C,True,angry,True,0,left,0.8753092405452503,0.22804576376004948,1600136807304.0,with image
1445,MtmKfJNc,09/15/20,0,1,opednews,C,True,angry,True,0,left,0.5027430229646842,0.26646601735761166,1600136825856.0,with image
1446,MtmKfJNc,09/15/20,0,2,opednews,C,True,angry,True,0,left,0.745697332908389,0.2233612204321156,1600136843569.0,with image
1447,MtmKfJNc,09/15/20,0,3,opednews,C,True,angry,True,0,left,0.5674002183529282,0.1959308951158909,1600136861967.0,with image
1448,MtmKfJNc,09/15/20,0,4,opednews,C,True,angry,True,0,left,0.6496911943016024,0.2507915457483405,1600136873959.0,with image
1449,MtmKfJNc,09/15/20,0,5,opednews,C,True,angry,True,0,left,0.700633227031734,0.19593089511589112,1600136892127.0,with image
1450,MtmKfJNc,09/15/20,0,6,opednews,C,True,angry,True,0,left,0.5007836841168433,0.219442662323162,1600136908877.0,with image
1451,MtmKfJNc,09/15/20,0,7,opednews,C,True,angry,True,0,left,0.5007836841168433,0.21552404442084416,1600136921163.0,with image
1452,MtmKfJNc,09/15/20,0,8,opednews,C,True,angry,True,0,left,0.6849587554224628,0.1763378056043019,1600136934888.0,with image
1453,MtmKfJNc,09/15/20,1,0,amlookout,B,True,angry,True,0,right,0.7359007881525944,0.23903569204138697,1600137037661.0,with image
1454,MtmKfJNc,09/15/20,1,1,amlookout,B,True,angry,True,0,right,0.7104297717875286,0.19201227721357306,1600137052004.0,with image
1455,MtmKfJNc,09/15/20,1,2,amlookout,B,True,angry,True,0,right,0.7221856254944821,0.2625473994552938,1600137061730.0,with image
1456,MtmKfJNc,09/15/20,1,3,amlookout,B,True,angry,True,0,right,0.7378600971037533,0.21552398462748013,1600137076402.0,with image
1457,MtmKfJNc,09/15/20,1,4,amlookout,B,True,angry,True,0,right,0.7123890807386876,0.18417504140893737,1600137094500.0,with image
1458,MtmKfJNc,09/15/20,1,5,amlookout,B,True,angry,True,0,right,0.5419292019878624,0.16458195189734837,1600137107164.0,with image
1459,MtmKfJNc,09/15/20,1,6,amlookout,B,True,angry,True,0,right,0.6183422510830598,0.1685005697996662,1600137133387.0,with image
1460,MtmKfJNc,09/15/20,2,0,CNNPolitics,G,True,angry,False,1,left,0.5376186983779672,0.13715162658112368,1600137218598.0,without image
1461,MtmKfJNc,09/15/20,2,1,CNNPolitics,G,True,angry,False,1,left,0.6261794868876955,0.1880936593112552,1600137232326.0,without image
1462,MtmKfJNc,09/15/20,2,2,CNNPolitics,G,True,angry,False,1,left,0.014875068900790222,0.0521019380385382,1600137246813.0,without image
1463,MtmKfJNc,09/15/20,2,3,CNNPolitics,G,True,angry,False,1,left,0.5752374541575639,0.13323300867880583,1600137261971.0,without image
1464,MtmKfJNc,09/15/20,2,4,CNNPolitics,G,True,angry,False,1,left,0.5928712347179941,0.16066333399503052,1600137278245.0,without image
1465,MtmKfJNc,09/15/20,2,5,CNNPolitics,G,True,angry,False,1,left,0.3871437649496265,0.23511713393243328,1600137300872.0,without image
1466,MtmKfJNc,09/15/20,2,6,CNNPolitics,G,True,angry,False,1,left,0.4322078708262814,0.20768680861620847,1600137312656.0,without image
1467,MtmKfJNc,09/15/20,2,7,CNNPolitics,G,True,angry,False,1,left,0.4674754319471418,0.07053512224172076,1600137329288.0,without image
1468,MtmKfJNc,09/15/20,3,0,Jerusalem_Post,H,True,angry,True,1,right,0.15594530871287515,0.17241918770198406,1600137392062.0,with image
1469,MtmKfJNc,09/15/20,3,1,Jerusalem_Post,H,True,angry,True,1,right,0.37538791124267307,0.31740810988110735,1600137408160.0,with image
1470,MtmKfJNc,09/15/20,3,2,Jerusalem_Post,H,True,angry,True,1,right,0.5909119257668352,0.1959308951158909,1600137416347.0,with image
1471,MtmKfJNc,09/15/20,3,3,Jerusalem_Post,H,True,angry,True,1,right,0.5948305436691529,0.2037681309205268,1600137431839.0,with image
1472,MtmKfJNc,09/15/20,3,4,Jerusalem_Post,H,True,angry,True,1,right,0.6203015600342188,0.19984951301820875,1600137448350.0,with image
1473,MtmKfJNc,09/15/20,3,5,Jerusalem_Post,H,True,angry,True,1,right,0.224521122003437,0.25471016365065824,1600137464023.0,with image
1474,MtmKfJNc,09/15/20,3,6,Jerusalem_Post,H,True,angry,True,1,right,0.22060250410111917,0.14107024448344158,1600137473503.0,with image
1475,MtmKfJNc,09/15/20,4,0,veteranstoday,A,True,angry,False,0,left,0.004686662261336761,0.06738455009982884,1600137878504.0,without image
1476,MtmKfJNc,09/15/20,4,1,veteranstoday,A,True,angry,False,0,left,0.6418539584969668,0.16458195189734837,1600137890740.0,without image
1477,MtmKfJNc,09/15/20,4,2,veteranstoday,A,True,angry,False,0,left,0.6908366822759395,0.15282609819039483,1600137998543.0,without image
1478,MtmKfJNc,09/15/20,4,3,veteranstoday,A,True,angry,False,0,left,0.9063606669034195,0.1763378056043019,1600138020609.0,without image
1479,MtmKfJNc,09/15/20,4,4,veteranstoday,A,True,angry,False,0,left,0.7104297717875286,0.25471016365065813,1600138035675.0,without image
1480,MtmKfJNc,09/15/20,4,5,veteranstoday,A,True,angry,False,0,left,0.702592535982893,0.1763378056043019,1600138046382.0,without image
