,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,screen_name,idx,clean_text,selection,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
128,129,129,129,129,131,21429,amlookout,21429,Liberal Filmmaker Claims Trump Is Hiding The Truth About False Missile Warning In Hawaii - Trump's presidency...,happy,Fake,1,-1,10.3,18.9,141.4,-0.094,0.053,-0.037000000000000005,0.0,0.0,0.73,0.0,0.55,2.02,0.93,0.8,0.0,1.06,0.18,0.32,1.23,0.0,0.41,0.0,0.0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0.455826879,0.421773195,0.122399889,0.13644582,0.86355412,0.0,0.001280437,4.09e-08,0.00776073,0.941034138,0.034372997,0.01007324,0.005478518000000001
129,130,130,130,130,132,26533,amlookout,26533,Chelsea Clinton Wishes A Happy New Year... To The Church Of Satan - So this is another story you couldn't mak...,happy,Fake,1,-1,8.0,12.4,137.2,-0.041,0.136,0.017,0.0,0.0,0.0,0.29,1.33,1.91,0.0,1.0,2.33,0.79,0.0,0.0,1.53,0.0,2.44,0.22,0.0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0.142046466,0.857953489,0.0,0.053827055,0.727939069,0.218233809,0.001174995,5.91e-08,0.000630993,0.938468516,0.000586534,0.059054855,8.41e-05
130,131,131,131,131,133,26013,amlookout,26013,Meryl Streep's Poll Numbers Fall Below Trump's Over Past Support For Harvey Weinstein - Liberal actress Meryl...,happy,Fake,1,38,1.6,13.7,148.8,-0.224,0.021,-0.029,0.0,0.0,0.0,0.0,1.96,1.15,0.71,1.9,1.16,0.0,0.0,0.57,0.84,0.0,0.4,0.0,0.07,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0.395233065,0.51926142,0.08550548599999999,0.146562889,0.591819882,0.261617184,1.81e-06,2.36e-07,3e-05,0.933055639,0.000552806,8.08e-05,0.066278756
131,132,132,132,132,134,26540,amlookout,26540,HYPOCRITE: Meryl Streep Attacks Melania And Ivanka Trump For 'Silence' Over Sexual Harassment - Meryl Streep ...,happy,Fake,1,38,1.6,13.7,148.8,-0.224,0.021,-0.029,0.0,0.0,0.0,0.0,1.96,1.15,0.71,1.9,1.16,0.0,0.0,0.57,0.84,0.0,0.4,0.0,0.07,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0.395233065,0.51926142,0.08550548599999999,0.146562889,0.591819882,0.261617184,1.81e-06,2.36e-07,3e-05,0.933055639,0.000552806,8.08e-05,0.066278756
132,133,133,133,133,136,26123,amlookout,26123,"Germans Fear Trump Tax Bill: ""Investments And Jobs Will Migrate To The US"" - Germany is apparently worried ab...",happy,Fake,1,129,-16.1,22.3,145.9,-0.19,0.123,-0.108,0.0,0.0,0.33,0.0,2.95,1.79,0.0,1.01,2.72,2.19,0.0,0.47,0.67,0.99,0.05,0.2,0.4,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0.448084891,0.416199446,0.135715678,0.0,0.0,1.0,0.001172373,2.03e-06,0.000223806,0.924926698,0.033487964,6.53e-05,0.040121805
133,134,134,134,134,137,38311,amlookout,38311,"Appeals Panel Won't Allow Trump Accuser Defamation Suit Over ""Real Dummy"" - Remember Cheryl Jacobus? She's a ...",happy,Fake,1,-1,0.8,11.9,140.9,-0.093,0.051,-0.006999999999999999,0.0,0.0,0.0,0.0,0.16,0.92,0.26,0.56,1.16,0.71,0.0,0.0,1.15,0.0,1.09,0.64,0.0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.317601919,0.654836059,0.027562082,0.0,0.0,1.0,0.000500408,3.52e-06,0.061314683,0.921425402,0.006210907,0.009267889,0.001277159
134,135,135,135,135,138,23575,amlookout,23575,Judge Jeanine Pirro And FOX News Sued By Black Lives Matter Activist - Black Lives Matter activist DeRay McKe...,happy,Fake,1,-1,12.5,36.2,151.6,-0.047,-0.037000000000000005,0.127,1.16,1.7,0.0,1.61,0.07,0.0,0.07,1.04,1.54,0.82,1.23,0.67,0.49,0.0,1.17,0.43,0.0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0.15408574,0.74206382,0.103850439,0.0,0.0,1.0,0.003873938,3.58e-08,0.026136056,0.8933639529999999,0.008923975,3.49e-06,0.067698613
135,136,136,136,136,139,21758,amlookout,21758,Nancy Pelosi: God Bless Dreamers And Their Parents For Bringing Them Here (VIDEO) - Nancy Pelosi and her part...,happy,Fake,1,73,20.9,17.9,141.3,0.055,-0.231,0.055,0.57,0.17,2.32,0.0,0.18,0.0,0.0,0.3,0.73,1.35,0.35,0.19,0.63,0.0,1.26,0.62,0.0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0.318403989,0.681595981,0.0,0.0,0.600753903,0.399246097,8.51e-05,1.51e-07,0.003192885,0.892164588,1.41e-06,0.001834271,0.102721646
136,137,137,137,137,140,21496,amlookout,21496,"Actor Kevin Sorbo Banned From ComicCon For Being Conservative - Once again, the tolerant left shows us just h...",happy,Fake,1,-1,20.2,9.6,136.6,0.114,-0.189,0.025,0.0,0.13,0.43,1.56,0.71,0.0,0.0,1.86,0.25,0.08,0.0,0.0,0.0,0.52,0.0,0.29,0.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.368858278,0.631141663,0.0,0.034833502,0.0,0.96516645,0.056915265,3.62e-06,0.000152477,0.8759673240000001,0.004707885,6.58e-06,0.062246863
137,138,138,138,138,141,25035,amlookout,25035,Sarah Sanders: Democrats Shouldn’t Need To Be Begged To Be Part Of Tax Reform (VIDEO) - The Senate is expecte...,happy,Fake,1,97,9.5,15.2,128.0,-0.152,-0.014,-0.07200000000000001,0.0,0.0,0.17,0.87,0.0,0.35,0.0,0.14,0.0,0.0,2.41,0.0,1.27,0.0,0.85,1.4,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.243880972,0.756119013,0.0,0.13784048,0.693304002,0.168855518,4.21e-06,5.62e-08,0.077433549,0.8729796409999999,0.018583557,0.002561222,0.028437734
138,139,139,139,139,142,26124,amlookout,26124,Leftists Tear Down Kate Steinle Posters At UC San Diego - Student Who Hung Them Now Under Investigation - A s...,happy,Fake,1,-1,2.5,24.8,139.0,-0.146,-0.023,-0.039,0.0,0.0,0.0,0.0,2.28,1.45,0.63,1.61,3.17,1.94,0.09,0.0,0.13,0.28,1.86,0.52,0.0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0.29749915,0.70250088,0.0,0.075903423,0.8707038159999999,0.053392772000000005,0.004716391,4.38e-08,0.02026874,0.8725291490000001,0.09772867,0.000594145,0.004162939
139,140,140,140,140,143,22029,amlookout,22029,Colorado Nurse Files Lawsuit Claiming She Was Fired For Supporting Trump - A Denver nurse named Lizzy Matthew...,happy,Fake,1,-1,17.9,16.1,153.9,-0.12,0.044,0.098,0.25,0.0,0.13,0.0,2.74,0.81,0.86,1.08,1.86,1.08,0.37,0.0,2.54,0.36,0.84,0.36,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0.232315823,0.767684162,0.0,0.120517939,0.734999657,0.14448238900000002,3.22e-06,1.06e-11,9.09e-05,0.852390468,0.001241549,1.89e-07,0.146273777
140,141,141,141,141,144,26127,amlookout,26127,"Rosie O'Donnell Gets Into Twitter War With Conservative Writer Ben Shapiro - Goes Way Too Vulgar - Rosie, Ros...",happy,Fake,1,-1,-9.7,7.6,146.2,-0.177,0.251,0.034,0.0,0.0,1.34,0.0,2.27,0.72,0.7,1.17,1.24,2.1,0.67,1.95,0.2,0.84,0.0,0.49,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0.435981065,0.303221077,0.260797828,0.091077685,0.8554172520000001,0.053505071,0.000162516,2.46e-10,0.000140853,0.804983914,0.147787645,1.11e-05,0.046913855
141,142,142,142,142,145,23002,amlookout,23002,Rosie Loses It After CNN's Cuomo Interviews Kellyanne (VIDEO) - Rosie O'Donnell is at it again. She lost her ...,happy,Fake,1,-1,7.3,21.8,143.2,-0.276,0.108,-0.022,0.91,2.7,0.04,1.51,0.35,0.19,1.89,0.72,0.0,0.0,1.46,0.0,0.2,0.0,1.57,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.364951521,0.616795361,0.018253114,0.0,0.528757513,0.471242487,0.00450903,3.27e-06,0.036395915,0.798707068,0.002022753,0.015152411,0.143209592
142,143,143,143,143,146,37137,amlookout,37137,"HELL FREEZES OVER: CNN Calls President Trump A ""Keeper Of Promises"" - CNN has Trump Derangement Syndrome, so ...",happy,Fake,1,129,-5.7,7.4,142.8,-0.091,0.175,-0.171,0.0,0.0,0.68,0.0,2.13,2.89,0.62,0.92,1.71,1.85,0.16,2.2,0.0,0.55,0.39,0.45,0.3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.417222083,0.384258747,0.198519215,0.130966395,0.426055193,0.442978412,0.002094392,1.27e-06,0.001801563,0.7782161240000001,0.021925995,0.001298974,0.194661558
143,144,144,144,144,147,23223,amlookout,23223,POLL: Record Number Rate Economy As Excellent At Close Of Trump's First Year - A new poll suggests that lots ...,happy,Fake,1,129,-5.7,7.4,142.8,-0.091,0.175,-0.171,0.0,0.0,0.68,0.0,2.13,2.89,0.62,0.92,1.71,1.85,0.16,2.2,0.0,0.55,0.39,0.45,0.3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.417222083,0.384258747,0.198519215,0.130966395,0.426055193,0.442978412,0.002094392,1.27e-06,0.001801563,0.7782161240000001,0.021925995,0.001298974,0.194661558
144,145,145,145,145,148,27273,amlookout,27273,Over A Million American Workers To Get Bonuses Due To Trump Tax Reform - The Trump tax reforms are already tr...,happy,Fake,1,129,-5.7,7.4,142.8,-0.091,0.175,-0.171,0.0,0.0,0.68,0.0,2.13,2.89,0.62,0.92,1.71,1.85,0.16,2.2,0.0,0.55,0.39,0.45,0.3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.417222083,0.384258747,0.198519215,0.130966395,0.426055193,0.442978412,0.002094392,1.27e-06,0.001801563,0.7782161240000001,0.021925995,0.001298974,0.194661558
145,146,146,146,146,149,26660,amlookout,26660,"SCOTT ADAMS: As President, Trump Has Demolished Some Things That Needed To Go - As President, Trump has alrea...",happy,Fake,1,-1,-2.2,13.1,122.3,-0.124,0.035,-0.109,0.0,0.0,0.62,0.17,1.8,1.69,0.07,0.35,1.79,0.98,0.65,0.16,0.78,0.2,2.15,0.51,1.14,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0.297112048,0.702887893,0.0,0.164226115,0.282191187,0.553582668,0.154707119,5.3e-05,0.070484594,0.77236551,0.001643277,0.000187069,0.000559522
146,147,148,148,148,151,25807,amlookout,25807,Democratic Party's Fundraising For November Was Worst In A Decade - The Republican Party had a record month f...,angry,Fake,1,-1,12.4,14.9,123.7,-0.113,-0.094,0.069,0.0,0.0,0.05,1.03,2.04,3.46,1.11,0.9,1.0,0.01,0.84,0.0,1.17,0.85,0.41,0.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.421949029,0.578050971,0.0,0.023744304,0.0,0.976255655,0.999641776,3.84e-09,4.49e-06,3.82e-10,0.000333387,5.19e-07,1.98e-05
147,148,149,149,149,152,22376,amlookout,22376,"The Democratic Party Has A Serious Cash Flow Problem - Democrats are hoping for a ""blue wave"" election next f...",angry,Fake,1,-1,12.4,14.9,123.7,-0.113,-0.094,0.069,0.0,0.0,0.05,1.03,2.04,3.46,1.11,0.9,1.0,0.01,0.84,0.0,1.17,0.85,0.41,0.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.421949029,0.578050971,0.0,0.023744304,0.0,0.976255655,0.999641776,3.84e-09,4.49e-06,3.82e-10,0.000333387,5.19e-07,1.98e-05
148,149,150,150,150,153,36796,amlookout,36796,"Rush Limbaugh: The Mueller Investigation Is A ""Silent Coup"" To Remove Trump (AUDIO) - Rush Limbaugh put the M...",angry,Fake,1,-1,9.0,23.5,141.9,-0.09,0.027000000000000003,-0.065,0.0,0.0,1.27,0.0,0.37,0.63,0.97,0.4,0.0,0.86,1.17,1.03,1.02,0.22,0.37,1.43,0.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.418453217,0.4709993,0.11054749,0.09159895,0.908401012,0.0,0.991708338,1.3e-05,0.005726484,4.42e-05,0.002505173,2.92e-07,2.65e-06
149,150,151,151,151,154,28168,amlookout,28168,"Dershowitz: Psychiatrists Targeting Trump ""Worse Than Criminalizing"" (VIDEO) - Now that the Russia conspiracy...",angry,Fake,1,-1,32.0,13.2,131.4,-0.112,-0.242,-0.004,0.0,0.0,2.25,0.0,0.83,0.31,0.89,0.0,0.72,0.0,2.33,0.0,0.0,0.4,0.08,0.43,0.15,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.436224997,0.498483896,0.065291129,0.074209355,0.8039915559999999,0.121799037,0.988617122,3.11e-10,0.008846453,3.1699999999999997e-16,0.002534154,3.77e-11,2.23e-06
150,151,152,152,152,155,25693,amlookout,25693,Obama Aide Fantasizes About Deaths Of Republican Officials On Twitter - Ben Rhodes was the member of Obama's ...,angry,Fake,1,-1,6.2,19.7,138.9,0.008,0.026,-0.138,0.0,0.0,0.37,0.0,0.0,0.26,0.82,1.7,0.0,1.34,1.24,1.64,0.94,0.19,0.16,1.34,0.43,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0.387278318,0.501945317,0.110776365,0.055977818,0.8554280999999999,0.088594086,0.986624479,9.71e-06,0.000948266,2.71e-05,0.010775088,4.46e-05,0.001570671
151,152,153,153,153,156,25650,amlookout,25650,Loony Left Wing Protesters Are Stockpiling Supplies In Case Trump Fires Mueller - Trump has already said that...,angry,Fake,1,76,0.5,12.0,119.5,-0.175,0.006,-0.037000000000000005,0.66,1.3,0.54,2.0,1.09,2.05,1.74,1.32,1.43,0.75,1.54,0.0,1.26,0.0,2.54,1.97,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.510735452,0.313069582,0.176195011,0.0,0.0,1.0,0.985095143,0.0096599,0.0030388570000000003,1.13e-07,0.001226785,0.000845112,0.00013414700000000002
152,153,154,154,154,157,23828,amlookout,23828,"More Than Half Of Americans Believe Mueller's Investigation Has ""Conflicts Of Interest"" - The American people...",angry,Fake,1,76,0.5,12.0,119.5,-0.175,0.006,-0.037000000000000005,0.66,1.3,0.54,2.0,1.09,2.05,1.74,1.32,1.43,0.75,1.54,0.0,1.26,0.0,2.54,1.97,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.510735452,0.313069582,0.176195011,0.0,0.0,1.0,0.985095143,0.0096599,0.0030388570000000003,1.13e-07,0.001226785,0.000845112,0.00013414700000000002
153,154,155,155,155,158,24413,amlookout,24413,Trump Transition Lawyer Claims Mueller Improperly Obtained Russia Probe Documents - New details in the Muelle...,angry,Fake,1,76,0.5,12.0,119.5,-0.175,0.006,-0.037000000000000005,0.66,1.3,0.54,2.0,1.09,2.05,1.74,1.32,1.43,0.75,1.54,0.0,1.26,0.0,2.54,1.97,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.510735452,0.313069582,0.176195011,0.0,0.0,1.0,0.985095143,0.0096599,0.0030388570000000003,1.13e-07,0.001226785,0.000845112,0.00013414700000000002
154,155,156,156,156,159,26916,amlookout,26916,College Student Argues It's OK To Abort A TWO YEAR OLD Because It Can't Communicate (VIDEO) - Students for Li...,angry,Fake,1,-1,12.0,10.4,143.2,-0.377,-0.153,0.034,1.73,0.0,0.37,1.99,0.12,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.342152119,0.612339437,0.045508374,0.0,0.883417606,0.116582356,0.940372407,4.01e-12,0.00248929,0.041496765,0.01173324,8.64e-10,0.003908338
155,156,157,157,157,160,21495,amlookout,21495,"Hollywood Pounces On False Narrative: ""Fire And Fury"" To Become A TV Series - Hollywood never ceases to amaze...",angry,Fake,1,-1,17.9,8.9,149.9,-0.123,-0.152,0.149,0.09,0.93,0.0,2.01,0.0,0.0,0.63,0.22,0.0,0.0,0.81,0.0,0.0,0.0,0.38,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.5922713279999999,0.222819641,0.184909016,0.0,0.78112781,0.21887216,0.927157521,2.13e-09,5.14e-06,1.74e-05,0.029270787000000006,6.74e-09,0.04354912
156,157,158,158,158,161,24119,amlookout,24119,STUCK ON STUPID: Bernie Sanders Thinks Climate Change Affects Military Readiness - Bernie Sanders recently se...,angry,Fake,1,87,18.6,12.5,151.7,-0.12,0.02,0.071,0.19,0.0,2.62,0.44,0.59,1.19,1.61,0.97,0.0,0.71,1.41,0.0,0.69,0.0,1.38,1.61,0.83,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.378009766,0.499657273,0.122332945,0.030806545,0.969193459,0.0,0.89619112,0.000106009,0.004084544,2.1000000000000002e-06,0.094879672,5.98e-09,0.004736591
157,158,159,159,159,162,26808,amlookout,26808,Is Michelle Bachmann Eyeing The Senate Seat Vacated By Al Franken? (VIDEO) - We could use a common sense cons...,angry,Fake,1,-1,-0.3,10.3,124.4,-0.08,0.23,0.149,1.05,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.54,0.0,0.31,0.0,0.0,0.0,0.24,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.440238655,0.35533011,0.204431191,0.0,0.0,1.0,0.884744883,0.00596666,0.054149315,4.06e-05,0.027708674,0.017432313,0.009957648
158,159,160,160,160,163,27983,amlookout,27983,"With Return Of Roseanne, Tim Allen Fans Are Calling On ABC To Bring Back 'Last Man Standing' - Now that Rosea...",angry,Fake,1,-1,3.4,25.7,154.9,-0.118,-0.304,0.005,0.44,0.0,0.13,0.25,0.0,0.92,0.06,0.33,0.0,0.0,0.27,0.47,0.29,0.52,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0.430103034,0.513614595,0.056282308,0.005157456,0.399042547,0.595800042,0.87174958,0.000352481,0.082006253,0.001276537,0.024546932,0.017364506000000002,0.002703669
159,160,161,161,161,164,26573,amlookout,26573,Former Republican Congressman: The Deep State Is Very Real (VIDEO) - Former Republican Congressman Jason Chaf...,angry,Fake,1,-1,-13.4,18.4,147.1,0.001,0.227,-0.054000000000000006,1.46,1.09,0.0,2.49,0.0,0.0,0.0,0.06,0.0,0.88,0.45,0.0,0.0,0.0,0.86,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.375963598,0.477571726,0.14646463099999998,0.0,0.005515356999999999,0.994484663,0.86295265,4.07e-05,0.13656911300000002,4.1e-05,4.2e-05,0.000347137,7.45e-06
160,161,162,162,162,165,36121,amlookout,36121,Liberal Blowhard Joy Behar Still Thinks Hillary Won The 2016 Election (VIDEO) - Joy Behar of The View simply ...,angry,Fake,1,-1,16.2,18.5,142.2,-0.003,-0.045,0.115,2.4,2.45,2.59,2.75,0.09,0.23,0.57,1.15,1.03,0.32,0.68,0.0,0.58,0.0,0.85,1.19,0.0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0.464709312,0.465852648,0.069438033,0.12313626,0.8768637779999999,0.0,0.856360197,0.009649155,0.066828415,0.000455598,0.044894606,0.000294427,0.021517571
161,162,163,163,163,166,34645,amlookout,34645,"Former DNC Chair Donna Brazile Says 2016 ""Was Not A Legitimate Election"" (VIDEO) - It has been over a year si...",angry,Fake,1,98,-2.1,14.4,118.8,-0.136,0.021,-0.036000000000000004,0.6,0.55,0.0,0.0,0.0,1.12,0.78,0.35,0.2,0.0,1.44,0.37,1.24,0.0,1.04,0.7,0.0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0.199559584,0.800440371,0.0,0.0,0.02562191,0.974378109,0.8398461340000001,1e-05,0.009978956,0.004259917,0.113628782,3.84e-05,0.032237757
162,163,164,164,164,167,28103,amlookout,28103,British Trump Supporters Disrupt Speech By London Mayor (VIDEO) - A group of pro-Brexit Trump supporters rece...,angry,Fake,1,-1,16.8,3.3,143.3,-0.139,0.011,-0.018000000000000002,0.0,0.0,0.55,0.02,0.0,0.22,1.47,0.0,0.0,0.0,1.56,0.49,1.06,0.02,0.0,0.0,0.76,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0.455779672,0.335562259,0.208658025,0.0,0.160281882,0.839718163,0.821042776,0.002457369,0.121455401,1.92e-05,0.051259976,0.0005203180000000001,0.003244943
163,164,165,165,165,168,37376,amlookout,37376,"Hollywood Film Director Abruptly Fired Last Week Now Accused Of Raping 17 Year Old Boy - Last week, Hollywood...",angry,Fake,1,0,6.2,10.1,126.2,-0.027000000000000003,-0.04,0.026,0.57,0.0,1.37,0.09,1.05,0.45,1.67,1.08,0.69,1.16,0.14,1.01,0.22,0.31,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0.43242994,0.567570031,0.0,0.130442426,0.8695575590000001,0.0,0.780196786,0.001038503,0.211650759,0.006736349,0.000109231,6.19e-05,0.00020652
164,165,166,166,166,169,22459,amlookout,22459,FREXIT: Will France Be The Next Country To Leave The European Union? - The pendulum is swinging back toward f...,angry,Fake,1,54,10.6,9.4,133.5,-0.037000000000000005,-0.207,-0.014,0.0,0.0,0.14,0.0,1.27,2.51,1.05,3.03,0.05,1.11,2.69,2.0,1.88,0.6,0.0,0.85,0.0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.429297417,0.38255769,0.188144863,0.0,0.249099001,0.750900984,0.72353363,8.08e-05,0.000206773,5.24e-05,0.27352044,7.42e-08,0.0026058920000000003
165,166,167,167,167,170,28109,amlookout,28109,Condoleezza Rice: Don't Let The #MeToo Movement Turn Women Into Snowflakes (VIDEO) - Condoleezza Rice recentl...,angry,Fake,1,-1,12.6,11.3,120.2,-0.17600000000000002,-0.192,-0.107,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.75,0.43,0.0,1.04,0.0,0.29,0.02,0.51,0.77,0.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.25475204,0.74524796,0.0,0.0,0.0,1.0,0.711040795,1.73e-05,0.17509092399999998,0.00483023,0.101447135,0.005301503000000001,0.0022722
166,167,168,168,168,171,21700,amlookout,21700,FLASHBACK: In 2013 Chuck Schumer Compared Government Shutdown To Hostage Situation (VIDEO) - It's funny how t...,angry,Fake,1,107,5.4,8.6,129.9,-0.026,0.021,-0.01,0.0,0.0,2.39,0.23,1.37,3.78,2.28,0.76,0.25,1.34,0.9,0.0,2.5,0.06,0.98,1.3,0.79,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0.54825753,0.235292628,0.216449857,0.068711363,0.9312886,0.0,0.683695614,0.246580318,0.000738362,2.65e-06,0.06825158,7.85e-09,0.0007314330000000001
167,168,169,169,169,172,26659,amlookout,26659,Rand Paul On Pakistan: 'We Don't Like to See Money Going to Countries That Burn Our Flag' (VIDEO) - Trump may...,angry,Fake,1,27,5.2,14.6,144.3,-0.11,0.065,-0.157,0.0,0.0,0.0,0.0,0.0,1.27,0.25,0.0,0.0,0.0,0.48,0.0,0.47,0.0,0.23,1.39,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.288137853,0.588190019,0.123672128,0.234429985,0.765570045,0.0,0.662439644,0.000216582,0.027521029,0.000195868,0.304267257,1.97e-05,0.005339826
168,169,170,170,170,173,23870,amlookout,23870,Marco Rubio Threatens No Vote On Tax Reform - Getting Republicans to agree on anything these days is like her...,angry,Fake,1,-1,-4.8,24.7,152.4,-0.047,0.248,-0.17600000000000002,0.54,0.55,0.75,0.0,0.0,0.01,0.0,0.0,0.0,0.19,0.31,0.4,0.27,0.0,0.0,1.67,0.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.366076171,0.339745671,0.294178128,0.148424894,0.79395318,0.05762187,0.6591531039999999,9.32e-07,0.005687617,0.000147832,0.25603717600000003,7.909999999999998e-07,0.078972496
169,170,171,171,171,174,25267,amlookout,25267,REPORT: Democrat IT Staffers Ran Fake Car Dealership That Was Likely Money Laundering Operation - Remember th...,angry,Fake,1,-1,-4.9,12.1,170.3,-0.066,0.027000000000000003,-0.054000000000000006,1.65,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.226627856,0.7733721729999999,0.0,0.0,0.10030473,0.8996952770000001,0.633748412,0.213534251,0.097303219,0.023636557,0.031407297,3.09e-06,0.00036718
170,171,172,172,172,175,24198,amlookout,24198,Hundreds Of Employees Have Quit The Environmental Protection Agency Under The Trump Administration - Over 700...,angry,Fake,1,-1,20.2,18.4,158.5,-0.211,-0.109,0.1,0.11,0.0,0.0,0.07,0.7,1.83,1.59,1.63,0.0,0.42,1.9,0.0,1.44,0.0,0.24,1.06,0.46,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.386671305,0.414865702,0.198462978,0.111783609,0.8882163759999999,0.0,0.628080845,2.88e-05,0.305480719,3.510000000000001e-05,0.040396236,0.001580494,0.02439783
171,172,173,173,173,176,34981,amlookout,34981,CNN's Cuomo Goes Ballistic When Guest Mentions Racial Bias Case Against CNN (VIDEO) - Joel Pollak of Breitbar...,angry,Fake,1,-1,10.2,19.5,153.0,-0.029,0.159,-0.16,0.18,0.0,0.72,0.2,0.0,0.65,0.0,0.0,0.0,0.08,0.48,0.31,0.16,0.01,0.0,0.39,0.0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0.353116482,0.6146317720000001,0.032251671,0.271344692,0.67014581,0.05850949900000001,0.609953105,0.012693034,0.084001601,0.0005895669999999999,0.28774485,0.000283019,0.004734754
172,173,174,174,174,178,23188,amlookout,23188,Senator Warns Fellow Democrats They Could Be In The Minority For The Rest Of Their Lives - Senator Joe Manchi...,angry,Fake,1,-1,1.8,16.2,137.1,-0.07400000000000001,0.145,0.033,0.94,1.09,0.0,1.17,0.0,0.0,0.77,1.14,0.34,1.0,1.26,0.71,1.21,0.0,0.31,0.64,0.0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.441532105,0.429746658,0.128721207,0.0,0.07471673200000001,0.925283313,0.594917059,0.013071279,0.06576834599999999,0.00021108,0.27704849800000003,0.00404167,0.044941984
