,Unnamed: 0,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
385,21893,AP,3438,4881,Kim Jong-un,North Korea says Kim Jong Un ordered new ICBM to be fired with “courage.” ',Real,2,132,2.9,15.9,128.4,-0.057,0.011000000000000001,-0.115,0.0,0.36,0.08,0.03,0.77,2.62,0.33,1.66,1.04,0.2,1.89,1.42,0.91,0.25,1.57,1.41,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2687506973743439,0.7312493324279785,0.0,0.0,0.6975760459899902,0.3024239242076874,0.384912371635437,0.002676197327673435,0.1071893274784088,0.31647056341171265,0.03264056146144867,0.15596303343772888,0.00014788324187975377
386,26718,NBCNews,2862,4982,Kim Jong-un,President Trump says he’s open to talking to Kim Jong Un,Real,2,132,18.9,8.3,156.4,-0.038,0.044000000000000004,0.013999999999999999,0.33,0.33,0.0,0.0,1.55,0.84,1.51,1.7,1.88,0.49,0.0,0.0,0.0,0.0,1.66,0.3,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2595219910144806,0.740477979183197,0.0,0.16065342724323273,0.13005489110946655,0.7092916965484619,0.0436013750731945,4.4572530480966113e-14,1.8629534679348578e-06,0.9563955068588256,1.0700888175563248e-08,1.2242529692230164e-06,1.081857242679618e-10
387,12295,csmonitor,3451,5543,Kim Jong-un,"North Korean leader Kim Jong Un reopened a communication channel with rival South Korea, a sign of easing animosity…",Real,2,132,9.1,18.3,134.3,-0.10400000000000001,-0.055,0.027000000000000003,0.0,0.0,0.46,0.0,2.21,3.22,2.14,2.68,2.24,2.54,1.03,0.0,0.82,0.0,2.82,1.69,0.61,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3667531907558441,0.6332468390464783,0.0,0.06211528554558754,0.0,0.9378847479820251,0.0017178556881844993,1.3738781490246765e-05,2.2604399418924004e-05,0.9978068470954896,0.00037333223735913634,6.750796046617323e-07,6.48894056212157e-05
388,30646,CBSNews,2997,5191,Kim Jong-un,"North Korea says it now has a missile that can strike anywhere in the U.S. including Washington, D.C. Kim Jong Un'…",Real,2,132,14.7,6.3,150.8,-0.07400000000000001,-0.168,0.12300000000000001,0.66,0.0,0.0,0.0,0.02,0.79,0.36,1.11,0.0,0.0,1.65,0.39,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3511108160018921,0.4047577977180481,0.244131401181221,0.01564318314194679,0.751578688621521,0.2327781617641449,0.6367489695549011,8.893413228072687e-10,0.0013787810457870364,1.2613134003913729e-06,0.269887238740921,3.238136148109305e-10,0.09198373556137084
389,34211,washingtonpost,5327,3130,Kim Jong-un,Opinion: North Korean defector: Now’s not the time to make a deal with Kim Jong Un,Real,2,132,11.7,22.9,129.8,-0.114,-0.12300000000000001,0.11800000000000001,0.0,0.0,0.28,0.09,0.84,2.55,2.25,1.77,0.0,0.78,2.38,1.67,0.75,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2800882458686829,0.6457427740097046,0.07416900992393494,0.044817745685577386,0.9319387674331664,0.023243488743901253,0.001347508979961276,5.519406840903685e-05,0.00343904085457325,2.5179451768053696e-05,0.9950588941574096,1.988565090371708e-09,7.421438203891739e-05
390,1037,politico,5292,3131,Kim Jong-un,IYCMI -- Sunday's @POLITICO Playbook: W.H. disputes Trump said he was friendly with Kim Jong Un days after @WSJ posted interv…,Real,2,132,-0.7,26.9,149.1,-0.015,0.27,0.092,0.0,0.0,0.18,0.0,0.89,0.48,0.4,1.07,0.87,2.1,0.75,0.04,0.89,0.0,0.72,0.43,1.38,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3784230649471283,0.6215769052505493,0.0,0.10164114832878113,0.7434260845184326,0.15493273735046387,4.363544576335698e-05,1.4845021045761794e-11,0.06072938814759255,1.12849924960301e-07,0.9391664266586304,6.281223363657773e-08,6.037441198714078e-05
391,28528,NBCPolitics,3108,2680,Kim Jong-un,Trump says he’s open to talking to North Korea’s Kim Jong Un,Real,2,132,10.2,28.2,150.2,0.006999999999999999,-0.177,-0.003,0.0,0.0,1.39,0.0,0.18,2.71,1.6,0.83,0.0,0.0,1.45,0.49,0.34,0.11,0.0,0.24,0.35,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3337770402431488,0.4996752440929413,0.1665477156639099,0.0493416041135788,0.4061758518218994,0.5444825887680054,0.03891817107796669,0.0002993162488564849,0.04911570250988007,0.0012624918017536402,0.6610730886459351,0.00013034089352004227,0.2492008209228516
392,33163,ReutersPolitics,3352,2875,Kim Jong-un,Trump tweet on nuclear button keeps Kim Jong Un 'on his toes': Haley,Real,2,132,-1.0,10.2,136.5,-0.024,-0.040999999999999995,0.024,0.0,0.0,0.39,0.0,1.58,2.96,1.62,1.83,1.9,1.05,0.35,0.0,0.54,0.0,2.14,0.55,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3177327811717987,0.6822672486305237,0.0,0.0,0.0,1.0,0.011329359374940395,0.9586769342422484,0.0003814500232692808,0.024532249197363853,0.0039238869212567815,1.1922058547497729e-05,0.00114420335739851
393,33652,business,2615,5170,Kim Jong-un,"The latest North Korea sanctions are more likely to hurt ordinary people, not Kim Jong Un's regime…",Real,2,132,4.0,12.6,127.2,-0.085,-0.027000000000000003,-0.037000000000000005,0.76,0.0,0.28,0.0,2.47,3.01,1.46,1.94,2.27,1.24,1.07,0.0,0.6,0.0,2.57,1.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3321106731891632,0.6678892970085144,0.0,0.03338001295924187,0.3875555396080017,0.5790644884109497,2.4474152837683505e-07,4.0767438253333505e-13,0.0013189848978072405,0.9985204339027404,0.00015965425700414926,6.307848252617987e-07,1.051941289631486e-08
394,23619,NBCNewsWorld,4825,5164,Kim Jong-un,Trump says he's open to talking to North Korea's Kim Jong Un,Real,2,132,4.5,7.3,145.3,-0.027000000000000003,0.063,-0.094,0.0,0.0,0.52,0.0,2.33,3.06,1.67,2.05,1.91,0.38,0.33,0.0,0.14,0.0,2.47,0.5,0.19,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3644253611564636,0.6355746388435364,0.0,0.0,0.0,1.0,0.1385868489742279,0.00031381804728880525,0.01742737367749214,0.6219480037689209,0.22025412321090695,0.0010224843863397837,0.0004473246517591178
395,23429,TorontoStar,5660,3069,Kim Jong-un,. @realDonaldTrump trip to Seoul brings him close to Kim Jong Un’s doorstep,Real,2,132,-15.3,7.7,132.1,-0.035,0.135,-0.055,0.0,0.0,0.0,0.0,1.84,2.54,0.0,1.1,1.66,0.0,0.06,0.0,0.0,0.0,1.58,0.0,0.39,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3841969966888428,0.31974661350250244,0.29605633020401,0.15218622982501984,0.25600701570510864,0.5918068289756775,8.41595192468958e-06,5.813638162050675e-15,1.6122699009191166e-10,0.9998687505722046,1.7198775736915193e-09,2.595789010229055e-05,9.684554242994636e-05
396,35985,ReutersIndia,2381,3151,Kim Jong-un,"WATCH: North Koreans stage a demonstration of devotion to their leader Kim Jong Un at least once a year, in a large…",Real,2,132,-1.4,9.6,132.2,-0.015,0.266,0.07,1.4,1.83,0.37,1.91,0.0,0.52,0.0,0.0,0.03,0.0,1.09,0.97,0.0,0.0,1.18,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4140733480453491,0.5859265923500061,0.0,0.09045403450727464,0.0,0.9095459580421448,0.002036038087680936,1.64620068971999e-05,0.05083005875349045,0.00028862539329566067,8.35284372442402e-05,0.9467288255691528,1.6457781384815462e-05
397,24583,MarketWatch,2309,5244,Kim Jong-un,"22% of millennials have a favorable view of Marx and a surprising number see Stalin and Kim Jong Un as “heroes.""",Real,2,132,-0.1,9.3,145.1,-0.055,0.054000000000000006,0.006999999999999999,0.0,0.0,0.0,0.0,0.95,1.93,1.37,1.27,0.7,0.0,1.06,0.25,0.46,0.0,1.65,0.77,0.73,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3649116158485413,0.4985015988349914,0.13658681511878967,0.07065296918153763,0.929347038269043,0.0,0.3211733400821686,0.008971494622528553,0.01595437526702881,0.00018963737238664183,0.18281017243862152,0.009346967563033104,0.4615540504455566
398,25835,NBCNewsWorld,2583,2083,Kim Jong-un,Kim Jong Un's Olympic thaw doesn't mean he's now a 'good neighbor',Real,2,132,8.7,11.9,133.5,-0.10300000000000001,-0.061,0.012,0.47,0.0,0.0,0.16,1.58,1.17,1.09,0.95,1.81,0.57,0.57,0.0,0.0,0.0,0.83,0.24,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21898829936981198,0.7810117602348328,0.0,0.0,0.0,1.0,0.00033489265479147434,6.0986762946413364e-06,0.05932319536805152,0.91452294588089,0.0010803649201989174,0.024727944284677502,4.4726571104547475e-06
399,15368,AP,4911,2263,Kim Jong-un,President Trump says he's be open to talking with the North Korean leader Kim Jong Un.,Real,2,132,6.6,19.6,130.5,-0.057,-0.067,0.019,0.0,0.0,0.49,0.0,1.88,3.25,1.9,3.02,2.0,2.07,1.32,0.0,0.73,0.0,2.58,1.33,0.54,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3551802933216095,0.6448196768760681,0.0,0.043014097958803184,0.0,0.956985890865326,0.012430486269295216,0.00029593802173621947,5.148540003574453e-05,0.96823912858963,0.01898139156401157,1.5806795872208568e-08,1.508273498984636e-06
200,35786,nytimes,11139,10720,Emanuel Macron,"Macron Opens Year Pulling No Punches With Journalists, or Anyone",Real,2,54,-0.9,24.1,134.4,-0.193,-0.008,-0.027999999999999997,0.26,0.0,0.0,0.0,1.1,2.02,0.0,0.62,0.6,0.14,1.03,0.32,0.1,0.07,0.0,0.3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4622276723384857,0.3225536644458771,0.215218648314476,0.05291272699832916,0.7248354554176331,0.22225186228752136,0.003036458278074861,4.577425727347873e-08,0.9892699122428894,2.2971822222217497e-09,0.004555213265120983,3.432310404605232e-05,0.003104131668806076
201,16050,ReutersPolitics,6918,10321,Emanuel Macron,JUST IN: @POTUS will host French President Macron at White House in late April - senior administration official,Real,2,54,1.9,18.0,139.1,-0.083,-0.086,-0.023,0.93,0.0,1.42,0.0,1.17,1.47,0.45,1.38,1.68,2.46,1.51,0.92,0.55,0.59,1.04,1.26,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3274124562740326,0.6725875735282898,0.0,0.0,0.0,1.0,0.007143350783735514,4.985261625733983e-08,0.574778139591217,0.033747579902410514,0.021101884543895718,0.163150817155838,0.2000781744718552
202,12167,business,6070,10708,Emanuel Macron,Emmanuel Macron calls for an overhaul to relations between China and the European Union,Real,2,54,5.9,11.9,126.8,0.026000000000000002,-0.063,-0.006999999999999999,0.27,0.36,0.14,2.47,0.0,0.21,0.0,0.0,0.0,1.32,1.37,0.11,0.98,0.0,0.19,1.09,0.09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4769347906112671,0.421766072511673,0.10129909962415697,0.0,0.75408935546875,0.2459106743335724,0.06630909442901611,1.182715186587302e-05,0.014348900876939297,0.0009556004079058765,0.7264375090599059,0.006773347035050392,0.18516367673873899
203,14761,globeandmail,5895,11094,Emanuel Macron,"After Macron meeting, al-Hariri says will clarify position upon return to Lebanon next week",Real,2,54,5.8,11.9,126.5,0.018000000000000002,-0.068,-0.004,0.16,0.42,0.23,2.87,0.0,0.29,0.05,0.0,0.0,1.25,1.41,0.17,1.21,0.0,0.26,1.08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4753696918487549,0.4221511781215668,0.10247912257909776,0.0,0.7524444460868835,0.24755556881427765,0.04930894076824188,1.1405541044950953e-05,0.014214242808520794,0.0009794310899451377,0.7466391921043396,0.0062522515654563895,0.18259453773498532
204,25864,ReutersUK,6205,10710,Emanuel Macron,Daily Briefing: - Merkel visits Macron to discuss plans for euro zone - Berlusconi pledges tax cuts - Students in…,Real,2,54,5.1,10.7,140.1,-0.006999999999999999,0.064,-0.031,0.0,0.0,0.0,0.0,1.83,1.49,0.0,0.95,2.76,0.69,0.0,0.0,0.28,0.08,2.02,0.51,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.30846381187438965,0.6915362477302551,0.0,0.019368559122085568,0.09506047517061234,0.8855710029602051,1.227967033612387e-10,5.475374995878485e-23,2.9678609830136038e-12,0.9996461868286132,6.985757805555437e-11,0.00027018258697353303,8.360356150660664e-05
205,21685,nytimesworld,10865,10672,Emanuel Macron,"A year ago, no one would have envisioned Emmanuel Macron as the public face of Western diplomacy, but the ascension…",Real,2,54,-6.3,10.4,153.7,0.054000000000000006,0.17,0.055999999999999994,0.07,0.0,0.0,0.0,1.55,1.03,0.14,0.82,1.25,0.32,0.39,0.0,0.52,0.0,2.02,1.94,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4978700876235962,0.2344272583723068,0.2677026689052582,0.04239953681826592,0.2433927357196808,0.7142077684402466,0.013392983935773373,4.8161979066208005e-05,0.04159195721149445,0.8596732020378113,0.0006701129605062307,0.04184328019618988,0.042780328541994095
206,34504,nytimesworld,10834,6857,Emanuel Macron,"“The real question about Macron is did he actively engage the Saudis and move them to a different place,” says a fo…",Real,2,54,5.3,14.7,133.3,-0.065,0.013000000000000001,-0.015,0.13,0.0,0.0,0.0,3.33,2.5,0.0,1.18,3.43,1.04,0.0,0.0,0.0,0.03,2.77,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.229658767580986,0.7703412175178528,0.0,0.07475006580352782,0.8291279673576355,0.09612197428941728,2.566850231546208e-16,5.255014111311472e-31,1.3659591469197014e-19,0.9999387264251708,5.5972233616095705e-15,7.2841692677627626e-09,6.127724191173911e-05
207,34196,STForeignDesk,6495,6822,Emanuel Macron,News analysis: #Macron's #China visit will help boost his efforts for stronger China-Europe ties…,Real,2,54,7.8,18.5,141.0,-0.027000000000000003,0.12,0.08800000000000001,0.5,0.0,2.21,0.6,2.55,1.96,0.0,1.07,1.85,1.96,0.01,0.22,1.64,0.17,0.62,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4794937074184418,0.3877872228622437,0.13271905481815338,0.03524775430560112,0.9647522568702698,0.0,4.940943199471803e-06,1.4085776456340682e-07,3.5154027955286443e-07,0.9945175051689148,0.00017876779020298272,2.9438811566251394e-07,0.00529794255271554
208,23104,business,10793,6861,Emanuel Macron,"Emmanuel Macron calls for China-EU relationship to enter ""the 21st Century""",Real,2,54,15.0,33.2,148.1,-0.095,0.08800000000000001,-0.099,0.59,0.4,0.66,0.87,0.0,0.0,0.0,0.0,0.01,0.3,0.93,0.0,0.5,0.0,0.94,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3039397597312927,0.4615046977996826,0.23455561697483066,0.15713302791118622,0.7113461494445801,0.1315208226442337,3.689135701279156e-05,3.91571797209167e-09,3.309860767330975e-05,0.9963138699531556,0.0030074021779000763,2.513979069362904e-08,0.000608594564255327
209,37262,nytimesworld,5794,10422,Emanuel Macron,"Corsican nationalists swept elections on the French Mediterranean island, crushing Macron’s movement and traditiona…",Real,2,54,21.1,23.8,120.9,-0.235,-0.239,0.026000000000000002,0.0,0.0,0.0,0.28,0.37,0.16,0.21,0.3,0.87,0.42,1.11,0.0,0.13,0.0,0.47,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.41738206148147583,0.5826178789138794,0.0,0.0,0.4794138669967651,0.5205861330032349,0.0003617859911173582,1.126439653359457e-12,0.7036870718002319,1.4849641956971027e-05,9.78042880888097e-05,0.016558386385440826,0.2792800962924957
210,22459,ReutersUK,7043,10196,Emanuel Macron,Daily Briefing: - EU's 'David Davis-proof' clause - Macron hosts summit on West Africa - Germany's slow-burning coa…,Real,2,54,10.6,9.4,133.5,-0.037000000000000005,-0.207,-0.013999999999999999,0.0,0.0,0.14,0.0,1.27,2.51,1.05,3.03,0.05,1.11,2.69,2.0,1.88,0.6,0.0,0.85,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42929741740226746,0.3825576901435852,0.18814486265182492,0.0,0.24909900128841397,0.7509009838104248,0.7235336303710938,8.0801488365978e-05,0.00020677311113104224,5.2354575018398464e-05,0.27352043986320496,7.423891901225943e-08,0.002605892252177
211,4332,AJEnglish,10879,10706,Emanuel Macron,"After months of see-sawing polls, Macron seems to have a new media strategy - a charm offensive.",Real,2,54,-6.5,18.2,170.9,-0.028999999999999998,0.021,-0.028999999999999998,2.62,0.64,0.0,0.0,0.3,0.0,0.46,0.0,0.81,0.68,0.22,0.98,0.03,1.06,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3579073548316956,0.6420926451683044,0.0,0.0,0.6014478206634521,0.3985521793365479,0.23985666036605835,3.621704880441001e-10,0.0015158102614805102,0.00027649308321997523,0.07022934406995772,2.2543086686255265e-07,0.6881214380264282
212,27851,AlArabiya_Eng,6823,7110,Emanuel Macron,OPINION: The semblance of #Chirac’s leadership style in #Macron. Columnist Randa Takieddine writes:…,Real,2,54,4.5,16.8,143.5,-0.026000000000000002,-0.28300000000000003,-0.1,0.71,0.0,0.0,2.03,0.53,1.72,0.61,0.99,0.14,0.22,0.25,0.0,0.18,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3445558845996857,0.631125807762146,0.024318231269717216,0.02147789299488068,0.6680043339729309,0.3105177879333496,0.10449579358100893,3.3303844708051915e-14,0.0013988250866532324,8.085572211768978e-10,0.3945524394512177,1.2637912417956533e-11,0.4995528757572174
213,10993,IrishTimes,6855,6541,Emanuel Macron,Macron warns Britain on access to EU single market,Real,2,54,1.3,13.4,127.9,0.006,-0.261,-0.08800000000000001,0.0,0.15,0.01,1.56,0.0,0.88,0.0,0.45,0.28,0.0,0.66,0.94,0.0,0.34,0.0,0.48,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4437488317489624,0.29730042815208435,0.258950799703598,0.0840667188167572,0.17798639833927155,0.7379468679428101,0.0042643980123102665,3.047048835469468e-08,0.947118639945984,2.0440062144189138e-05,0.0485578328371048,3.8310794479912154e-05,3.293057773134933e-07
214,26528,japantimes,6170,10996,Emanuel Macron,"After Macron meeting, Hariri says he will clarify his position in Lebanon",Real,2,54,-11.5,17.7,133.9,-0.013000000000000001,0.162,-0.083,0.0,0.0,0.74,0.0,0.26,0.49,0.25,0.0,0.0,0.0,1.37,0.83,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17643536627292633,0.8235645890235901,0.0,0.0,0.0,1.0,0.8800981640815735,1.4717636531713651e-07,0.0016746277688071134,0.0005145376198925078,0.04166455566883087,7.169465732204118e-08,0.07604797929525375
215,35716,SCMP_News,10771,10268,Emanuel Macron,"The EU must reform to compete with China and US, Macron tells Davos",Real,2,54,-11.2,5.5,144.2,0.092,0.237,0.032,0.25,0.0,0.0,0.59,2.65,2.32,0.96,2.4,3.09,1.92,0.0,0.0,0.0,0.0,3.01,0.23,0.04,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.42140263319015503,0.5785973072052002,0.0,0.0,0.0,1.0,0.1642993986606598,1.6652400292027636e-10,0.013446089811623095,0.7874692678451538,0.031301040202379234,3.1144349321721165e-08,0.0034841974265873428
216,36469,FinancialTimes,10727,6976,Emanuel Macron,Emmanuel Macron is holding his own 'mini-Davos' hours before the global elite descend on the Swiss Alps next week…,Real,2,54,6.5,8.5,158.0,0.057999999999999996,-0.078,0.013000000000000001,0.0,0.0,3.43,0.0,1.88,2.5,1.41,3.36,0.44,1.59,1.72,1.75,0.66,0.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4952480494976044,0.3961376547813416,0.10861431062221527,0.08546307682991028,0.3199809193611145,0.5945560336112976,0.0029322844929993157,3.368957550264895e-05,0.008225677534937859,0.1444513499736786,0.6733704805374146,4.725386133941356e-06,0.1709817349910736
217,26846,AFP,11228,7032,Emanuel Macron,"""That will not help with your schoolwork"" says Macron to smokers on a video posted on the presidential Facebook page",Real,2,54,-11.2,5.5,144.2,0.092,0.237,0.032,0.25,0.0,0.0,0.59,2.65,2.32,0.96,2.4,3.09,1.92,0.0,0.0,0.0,0.0,3.01,0.23,0.04,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.42140263319015503,0.5785973072052002,0.0,0.0,0.0,1.0,0.1642993986606598,1.6652400292027636e-10,0.013446089811623095,0.7874692678451538,0.031301040202379234,3.1144349321721165e-08,0.0034841974265873428
218,32708,guardian,5750,11116,Emanuel Macron,Macron brings gift of horse called Vesuvius on visit to China,Real,2,54,4.6,19.5,131.9,0.005,-0.099,-0.046,0.0,0.0,0.0,0.61,0.0,0.36,0.0,0.0,0.42,0.08,0.45,1.02,0.56,0.06,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.578157901763916,0.2841488718986511,0.13769321143627167,0.11478856205940248,0.851313591003418,0.03389783203601837,0.21570555865764615,1.962391934284824e-06,0.1132887750864029,0.0009845254244282842,0.0734020248055458,0.0025358637794852252,0.5940812826156616
219,18572,ReutersUK,6319,10714,Emanuel Macron,"After Macron meeting, Hariri says will clarify position in Lebanon",Real,2,54,9.0,7.6,145.0,0.114,0.151,-0.04,0.0,0.0,0.0,0.54,0.84,2.1,0.0,0.82,1.53,0.54,0.0,0.0,0.04,0.41,1.42,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2855807840824127,0.7144192457199097,0.0,0.0,0.0,1.0,0.006676511839032172,2.1362182855977348e-12,7.324766193050891e-05,0.9932465553283693,2.3855537278905103e-07,9.913886742651812e-07,2.3893890102044683e-06
220,21621,SCMP_News,5814,10767,Emanuel Macron,Opinion: Macron takes right road with China,Real,2,54,-6.3,10.4,153.7,0.054000000000000006,0.17,0.055999999999999994,0.07,0.0,0.0,0.0,1.55,1.03,0.14,0.82,1.25,0.32,0.39,0.0,0.52,0.0,2.02,1.94,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4978700876235962,0.2344272583723068,0.2677026689052582,0.04239953681826592,0.2433927357196808,0.7142077684402466,0.013392983935773373,4.8161979066208005e-05,0.04159195721149445,0.8596732020378113,0.0006701129605062307,0.04184328019618988,0.042780328541994095
221,6812,France24_en,6008,6079,Emanuel Macron,France's Macron kicks off China visit at gateway to Silk Road,Real,2,54,14.0,14.8,153.9,0.109,-0.23800000000000002,0.096,0.0,0.0,0.28,0.0,0.0,0.0,0.79,1.67,0.33,1.36,0.46,0.0,2.13,0.0,0.01,0.0,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4081919491291046,0.4749175310134888,0.11689051985740663,0.1818891018629074,0.4853273928165436,0.3327835500240326,0.4554818570613861,0.0006300638196989894,0.037291735410690315,6.012334324623224e-06,0.4951750040054321,8.35724040371133e-06,0.011406997218728064
222,16615,nytimesworld,5921,10516,Emanuel Macron,"“France must no longer be one of those countries where women are afraid,” says President Emmanuel Macron",Real,2,54,6.5,15.1,128.0,0.03,-0.065,0.052000000000000005,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.01,0.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4421839714050293,0.3448370099067688,0.2129790484905243,0.0,0.0,1.0,0.09475284814834596,0.0016109806019812822,0.07717327028512955,0.018332000821828842,0.3788210153579712,0.05203760042786598,0.3772722780704498
